pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,db_keyword_score,title_entity_in_ner,very_high_conf,all_urls,resource_url,has_resource_url,url_context,article_count,url_status,url_final,url_score,url_is_live,url_likelihood,url_indicators_found,url_wayback_used
36449162,Genome-Wide Young L1 Methylation Profiling by bs-ATLAS-seq.,"By silencing L1 retrotransposons, DNA methylation protects mammalian genomes from potent endogenous mutagens. However, some loci can escape this repressive mechanism and become active, particularly in carcinomas. Alterations of L1 DNA methylation can also locally influence gene expression. Comprehensive measurement of L1 DNA methylation at the locus level remains challenging. Here, we present bs-ATLAS-seq, a genome-wide approach to locate full-length L1 elements in the human genome, and assess their methylation levels at single-base and single-locus resolutions. This strategy targets the youngest, and only retrotransposition-competent family, L1HS, but also detects a significant fraction of older elements (L1PA2 to L1PA8). Bs-ATLAS-seq evaluates methylation at the first 15 CpGs of L1 5' UTR, which corresponds to the first half of the sense promoter. It relies on random fragmentation of the genomic DNA, adapter ligation, bisulfite treatment and suppression PCR, and ends by asymmetrical paired-end sequencing. A dedicated pipeline provides the location of L1 elements and their methylation status, including for non-reference loci, as well as their single-molecule DNA profiles.",False,True,,0.61533535,,atlas | bs-,16.0,conflict,,genome-wide young l1 methylation profiling by bs-,l1hs,spacy,0.0,,False,0.0,False,False,,https://www.mongodb.com/atlas/database,True,websearch_recovery: HIGH,1,200.0,https://www.mongodb.com/products/platform/atlas-database,39,True,CRITICAL,Content: EBI; Content: gene; Content: variant; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: data; Title: database; Content: server; Content: portal; ★ TITLE BONUS: 'database' in page title,False
37105065,"An ultrasensitive solid-state ECL biosensor based on synergistic effect between Zn-NGQDs and porphyrin-based MOF as ""on-off-on"" platform.","To develop an ultra-sensitive solid-state electrochemiluminescence (ECL) biosensor for detection of miRNA 24, three different forms of porphyrin metal-organic framework (MOF) nanomaterials with good biocompatibility were synthesized through small molecule ligand modulation. We investigated various properties of synthesized MOFs in the presence of different small molecule ligands. The as-obtained 2D MOF nanodisk exhibited high ECL intensity and outstanding stability in the presence of a co-reactant at low concentrations. We also synthesized zinc-based quantum dots (Zn-NGQDs) with excellent photovoltaic properties by doping zinc dithiothreitol (DTT-Zn) into quantum dots. Accordingly, an enzyme-free solid-state ECL biosensor for miRNA 24 based on the ""on-off-on"" signal conversion strategy was created. Dependent on the synergy between the luminophor 2D MOF and Zn-NGQDs, the biosensor achieves a wide linear range from 1.00 × 10<sup>-16</sup> to 1.00 × 10<sup>-10</sup> mol·L<sup>-1</sup> and an exceedingly low detection limit of 0.03 fM. Furthermore, the ECL biosensor exhibits outstanding selectivity, repeatability, and stability. The method has great potential for investigating sensitive detection models for various biomolecules and the design of highly efficient MOF luminescent materials.",False,True,,0.60007215,,mof,16.0,ok,,,dtt | fm.,spacy,0.0,,False,0.0,False,False,,https://mof.tech.northwestern.edu/,True,websearch_recovery: HIGH,1,500.0,https://mof.tech.northwestern.edu/,0,False,VERY LOW,,False
37563883,DEBBIE: The Open Access Database of Experimental Scaffolds and Biomaterials Built Using an Automated Text Mining Pipeline.,"Biomaterials research output has experienced an exponential increase over the last three decades. The majority of research is published in the form of scientific articles and is therefore available as unstructured text, making it a challenging input for computational processing. Computational tools are becoming essential to overcome this information overload. Among them, text mining systems present an attractive option for the automated extraction of information from text documents into structured datasets. This work presents the first automated system for biomaterial related information extraction from the National Library of Medicine's premier bibliographic database (MEDLINE) research abstracts into a searchable database. The system is a text mining pipeline that periodically retrieves abstracts from PubMed and identifies research and clinical studies of biomaterials. Thereafter, the pipeline identifies sixteen concept types of interest in the abstract using the Biomaterials Annotator, a tool for biomaterials Named Entity Recognition (NER). These concepts of interest, along with the abstract and relevant metadata are then deposited in DEBBIE, the Database of Experimental Biomaterials and their Biological Effect. DEBBIE is accessible through a web application that provides keyword searches and displays results in an intuitive and meaningful manner, aiming to facilitate an efficient mapping and organization of biomaterials information.",False,True,,0.7259396,,debbie,16.0,ok,,named entity recognition | database of experimental biomaterials and their biological effect,,spacy,0.0,DEBBIE,True,5.0,True,True,,https://debbie.global/,True,websearch_recovery: HIGH,1,,https://debbie.global/,0,False,VERY LOW,,False
36892262,ASGARD+: A New Modular Platform for Bacterial Antibiotic-Resistant Analysis.,"ASGARD+ (Accelerated Sequential Genome-analysis and Antibiotic Resistance Detection) is a command-line platform for automatic identification of antibiotic-resistance genes in bacterial genomes, providing an easy-to-use interface to process big batches of sequence files from whole genome sequencing, with minimal configuration. It also provides a CPU-optimization algorithm that reduces the processing time. This tool consists of two main protocols. The first one, ASGARD, is based on the identification and annotation of antimicrobial resistance elements directly from the short reads using different public databases. SAGA, enables the alignment, indexing, and mapping of whole-genome samples against a reference genome for the detection and call of variants, as well as the visualization of the results through the construction of a tree of SNPs. The application of both protocols is performed using just one short command and one configuration file based on JSON syntax, which modulates each pipeline step, allowing the user to do as many interventions as needed on the different software tools that are adapted to the pipeline. The modular ASGARD+ allows researchers with little experience in bioinformatic analysis and command-line use to quickly explore bacterial genomes in depth, optimizing analysis times and obtaining accurate results. © 2023 Wiley Periodicals LLC. Basic Protocol 1: ASGARD+ installation Basic Protocol 2: Configuration files general setup Basic Protocol 3: ASGARD execution Support Protocol: Results visualization with Phandango Basic Protocol 4: SAGA execution Alternative Protocol 1: Container installation Alternative Protocol 2: Run ASGARD and SAGA in container.",False,True,,0.7130443,,asgard+ | asgard,16.0,conflict,,a new modular platform for bacterial antibiotic-resistant analysis | accelerated sequential genome-analysis and antibiotic resistance detection,saga,spacy,0.0,ASGARD+,False,0.0,False,False,,https://asgard.rc.ufl.edu/,True,websearch_recovery: HIGH,1,,https://asgard.rc.ufl.edu/,0,False,VERY LOW,,False
39579797,"Annotation of transcription factors, chromatin-associated factors, and basal transcription machinery in the pea aphid, Acyrthosiphon pisum, and development of the ATFdb database, a resource for studies of transcriptional regulation.","The pea aphid, Acyrthosiphon pisum, is an emerging model system in functional and comparative genomics, in part due to the availability of new genomic approaches and the different sequencing and annotation efforts that the community has dedicated to this important crop pest insect. The pea aphid is also used as a model to study fascinating biological traits of aphids, such as their extensive polyphenisms, their bacteriocyte-confined nutritional symbiosis, or their adaptation to the highly unbalanced diet represented by phloem sap. To get insights into the molecular basis of all these processes, it is important to have an appropriate annotation of transcription factors (TFs), which would enable the reconstruction/inference of gene regulatory networks in aphids. Using the latest version of the A. pisum genome assembly and annotation, which represents the first chromosome-level pea aphid genome, we annotated the complete repertoire of A. pisum TFs and complemented this information by annotating genes encoding chromatin-associated and basal transcription machinery proteins. These annotations were done combining information from the model Drosophila melanogaster, for which we also provide a revisited list of these proteins, and de novo prediction. The comparison between the two model systems allowed the identification of major losses or expansions in each genome, while a deeper analysis was made of ZNF TFs (with certain families expanded in the pea aphid), and the Hox gene cluster (showing reorganization in gene position in the pea aphid compared to D. melanogaster). All annotations are available to the community through the Aphid Transcription Factors database (ATFdb), consolidating the various annotations we generated. ATFdb serves as a valuable resource for gene regulation studies in aphids.",False,True,,0.68627274,,atfdb,16.0,ok,,aphid transcription factors database,,spacy,0.0,,True,9.0,False,False,,http://atfdb.insect-genome.com/,True,websearch_recovery: HIGH,1,,http://atfdb.insect-genome.com/,0,False,VERY LOW,,False
36794865,Standardized naming of microbiome samples in Genomes OnLine Database.,"The power of next-generation sequencing has resulted in an explosive growth in the number of projects aiming to understand the metagenomic diversity of complex microbial environments. The interdisciplinary nature of this microbiome research community, along with the absence of reporting standards for microbiome data and samples, poses a significant challenge for follow-up studies. Commonly used names of metagenomes and metatranscriptomes in public databases currently lack the essential information necessary to accurately describe and classify the underlying samples, which makes a comparative analysis difficult to conduct and often results in misclassified sequences in data repositories. The Genomes OnLine Database (GOLD) (https:// gold.jgi.doe.gov/) at the Department of Energy Joint Genome Institute has been at the forefront of addressing this challenge by developing a standardized nomenclature system for naming microbiome samples. GOLD, currently in its twenty-fifth anniversary, continues to enrich the research community with hundreds of thousands of metagenomes and metatranscriptomes with well-curated and easy-to-understand names. Through this manuscript, we describe the overall naming process that can be easily adopted by researchers worldwide. Additionally, we propose the use of this naming system as a best practice for the scientific community to facilitate better interoperability and reusability of microbiome data.",False,True,,0.71596193,genomes online database,,16.0,ok,,gold.jgi.doe.gov/,gold,spacy,0.0,,True,5.0,False,False,,https://gold.jgi.doe.gov/,True,websearch_recovery: HIGH,1,200.0,https://gold.jgi.doe.gov/,32,True,CRITICAL,Content: NCBI; Content: genomics; Content: genome; Content: gene; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: web service,False
37614126,"Tiny insects, big troubles: a review of BOLD's COI database for Thysanoptera (Insecta).","DNA Barcoding is an important tool for disciplines such as taxonomy, phylogenetics and phylogeography, with Barcode of Life Data System (BOLD) being the largest database of partial cytochrome <i>c</i> oxidase subunit I (COI) sequences. We provide the first extensive revision of the information available in this database for the insect order Thysanoptera, to assess: how many COI sequences are available; how representative these sequences are for the order; and the current potential of BOLD as a reference library for specimen identification and species delimitation. The COI database at BOLD currently represents only about 5% of the over 6400 valid thrips species, with a heavy bias towards a few species of economic importance. Clear Barcode gaps were observed for 24 out of 33 genera evaluated, but many outliers were also observed. We suggest that the COI sequences available in BOLD as a reference would not allow for accurate identifications in about 30% of Thysanoptera species in this database, which rises to 40% of taxa within Thripidae, the most sampled family within the order. Thus, we call for caution and a critical evaluation in using BOLD as a reference library for thrips Barcodes, and future efforts should focus on improving the data quality of this database.",False,True,,0.673246,,bold,16.0,ok,,,,spacy,0.0,"Tiny insects, big troubles",True,5.0,False,False,,https://www.boldsystems.org/,True,websearch_recovery: HIGH,1,200.0,https://boldsystems.org/,35,True,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: gene; Content: sequence; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: download; Title: data; Content: database; Content: portal,False
37646940,PEATmoss: A Gene Expression Atlas for Bryophytes.,"PEATmoss is an interactive gene expression atlas for bryophytes, which originally unified Physcomitrium patens RNA-seq and microarray expression data from multiple gene annotation versions. This atlas includes more than 100 experiments of P. patens, is expanding to host Anthoceros agrestis and Marchantia polymorpha, and aims to host data from more species in the future. PEATmoss has multiple visualization methods and tools for data downloading and is connected to the Physcomitrium patens Gene Model Lookup DB (PpGML DB), which links P. patens genes to annotations and resources from several databases and contains tools for gene version lookup and sequence and annotation extraction. Among the new features available in PEATmoss are dataset privacy control, multispecies menu, interactive color scale, co-expression network visualization, and replicate data downloading.",False,True,,0.71177965,peatmoss,,16.0,ok,,a gene expression atlas for bryophytes | gene model lookup db | physcomitrium patens gene model lookup db,ppgml,spacy,0.0,PEATmoss,False,0.0,True,False,,https://zenodo.org/record/7765173,True,websearch_recovery: HIGH,1,404.0,https://zenodo.org/records/7765173,0,False,VERY LOW,,False
37646946,Chilean Plants Cytogenetic Database: An Online Resource for Embryophytes of the Southern Cone.,"Chilean Plants Cytogenetic Database (CPCD) is a resource available online in electronic format, providing a cytogenetics catalog for continental and insular Chilean plants that are representative of the floras of the Southern Cone. In the last update carried out in 2021, we increased the cytogenetic data for 499 Chilean native species, and from here on we will include a new section with chromosome number data for 683 exotic species classified as invaders in Chile. Aspects on the coverage, features, and uses of the CPCD are presented here, including background information accumulated since its inception in 2010 to the present. With the new update, the database currently stores cytogenetic information for species belonging to the divisions Bryophyta, Pteridophyta, Pinophyta, and Magnoliophyta, thus contributing to the largest community resource on plant cytogenetics in the world.",False,True,,0.6927398,chilean plants cytogenetic database,,16.0,ok,cpcd | chilean plants cytogenetic database,,cpcd,spacy,0.0,Chilean Plants Cytogenetic Database,True,8.0,True,True,,http://www.chileanpcd.com/,True,websearch_recovery: HIGH,1,200.0,https://chileanpcd.com/,22,True,CRITICAL,Content: genome; Content: gene; Content: sequence; Content: molecular; Content: biological; Content: search; Content: submit; Content: data; Content: database,False
38335132,LactoSpanks: A Collection of IPTG Inducible Promoters for the Commensal Lactic Acid Bacteria <i>Lactobacillus gasseri</i>.,"Lactic acid bacteria (LAB) are important for many biotechnological applications such as bioproduction and engineered probiotics for therapy. Inducible promoters are key gene expression control elements, yet those available in LAB are mainly based on bacteriocin systems and have many drawbacks, including large gene clusters, costly inducer peptides, and little portability to <i>in vivo</i> settings. Using <i>Lactobacillus gasseri</i>, a model commensal bacteria from the human gut, we report the engineering of synthetic LactoSpanks promoters (Pls), a collection of variable strength inducible promoters controlled by the <i>LacI</i> repressor from <i>E. coli</i> and induced by isopropyl β-d-1-thiogalactopyranoside (IPTG). We first show that the Phyper-spank promoter from <i>Bacillus subtilis</i> is functional in <i>L. gasseri</i>, albeit with substantial leakage. We then construct and screen a semirational library of Phyper-spank variants to select a set of four IPTG-inducible promoters that span a range of expression levels and exhibit reduced leakages and operational dynamic ranges (from ca. 9 to 28 fold-change). With their low genetic footprint and simplicity of use, LactoSpanks will support many applications in <i>L. gasseri</i>, and potentially other lactic acid and Gram-positive bacteria.",False,True,,0.67197347,lactospanks,iptg,16.0,conflict,,a collection of iptg inducible promoters for the commensal lactic acid bacteria,d-1,spacy,0.0,LactoSpanks,True,1.0,True,True,,https://www.addgene.org/,True,websearch_recovery: HIGH,1,200.0,https://www.addgene.org/,44,True,CRITICAL,Content: genome; Title: gene; Content: protein; Content: sequence; Content: molecular; Content: mutation; Content: expression; Content: repository; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server; Content: portal,False
35680954,A single-cell transcriptomic atlas characterizes the silk-producing organ in the silkworm.,"The silk gland of the domesticated silkworm Bombyx mori, is a remarkable organ that produces vast amounts of silk with exceptional properties. Little is known about which silk gland cells execute silk protein synthesis and its precise spatiotemporal control. Here, we use single-cell RNA sequencing to build a comprehensive cell atlas of the silkworm silk gland, consisting of 14,972 high-quality cells representing 10 distinct cell types, in three early developmental stages. We annotate all 10 cell types and determine their distributions in each region of the silk gland. Additionally, we decode the developmental trajectory and gene expression status of silk gland cells. Finally, we discover marker genes involved in the regulation of silk gland development and silk protein synthesis. Altogether, this work reveals the heterogeneity of silkworm silk gland cells and their gene expression dynamics, affording a deeper understanding of silk-producing organs at the single-cell level.",False,True,,0.69602954,silkworm,,16.0,ok,,,,spacy,0.0,,False,0.0,False,False,,http://silkworm.genomics.org.cn/,True,websearch_recovery: HIGH,1,403.0,http://silkworm.genomics.org.cn/,24,True,CRITICAL,Content: EBI; Content: genomics; Content: gene; Content: sequence; Content: archive; Content: resource; Content: search; Content: download; Content: data,True
36008656,How to Use the Candida Genome Database.,"The Candida Genome Database provides access to biological information about genes and proteins of several medically important Candida species. The website is organized into easily navigable pages that enable data retrieval and analysis. This chapter shows how to explore the CGD Home page and Locus Summary pages, which are the main access points to the database. It also provides a description of how to use the GO analysis tools, GO Term Finder, and GO Slim Mapper and how to browse large-scale datasets using the JBrowse genome browser. Finally, it shows how to search and retrieve data for user-defined sets of genes using the Advanced Search and Batch Download tools.",False,True,,0.70202476,candida genome database,,16.0,ok,cgd | candida genome database,,cgd,spacy,0.0,,True,5.0,False,False,,http://www.candidagenome.org/,True,websearch_recovery: HIGH,1,200.0,http://www.candidagenome.org/,55,True,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: proteomics; Title: genome; Content: gene; Content: protein; Content: sequence; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Title: data; Title: database; Content: server; ★ TITLE BONUS: 'database' in page title,False
36107335,Using FPbase: The Fluorescent Protein Database.,"FPbase is a database of fluorescent proteins and their characteristics and a set of online tools that facilitate searching the database and performing experiments with fluorescent probes. This chapter serves as a general reference for using and searching the database and a guide to some of the more commonly used tools including the spectra viewer, custom microscope pages, and FRET calculator. Important caveats when evaluating the data are also discussed.",False,True,,0.69564915,,fpbase,16.0,ok,,fluorescent protein database,,spacy,0.0,Using FPbase,True,5.0,False,False,,https://www.fpbase.org/,True,websearch_recovery: HIGH,1,200.0,https://www.fpbase.org/,23,True,CRITICAL,Title: protein; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,False
36107335,Using FPbase: The Fluorescent Protein Database.,"FPbase is a database of fluorescent proteins and their characteristics and a set of online tools that facilitate searching the database and performing experiments with fluorescent probes. This chapter serves as a general reference for using and searching the database and a guide to some of the more commonly used tools including the spectra viewer, custom microscope pages, and FRET calculator. Important caveats when evaluating the data are also discussed.",False,True,,0.69564915,,fpbase,16.0,ok,,fluorescent protein database,,spacy,0.0,Using FPbase,True,5.0,False,False,,https://www.fpbase.org/,True,websearch_recovery: HIGH,1,200.0,https://www.fpbase.org/,23,True,CRITICAL,Title: protein; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,False
38581422,HyGAnno: hybrid graph neural network-based cell type annotation for single-cell ATAC sequencing data.,"Reliable cell type annotations are crucial for investigating cellular heterogeneity in single-cell omics data. Although various computational approaches have been proposed for single-cell RNA sequencing (scRNA-seq) annotation, high-quality cell labels are still lacking in single-cell sequencing assay for transposase-accessible chromatin (scATAC-seq) data, because of extreme sparsity and inconsistent chromatin accessibility between datasets. Here, we present a novel automated cell annotation method that transfers cell type information from a well-labeled scRNA-seq reference to an unlabeled scATAC-seq target, via a parallel graph neural network, in a semi-supervised manner. Unlike existing methods that utilize only gene expression or gene activity features, HyGAnno leverages genome-wide accessibility peak features to facilitate the training process. In addition, HyGAnno reconstructs a reference-target cell graph to detect cells with low prediction reliability, according to their specific graph connectivity patterns. HyGAnno was assessed across various datasets, showcasing its strengths in precise cell annotation, generating interpretable cell embeddings, robustness to noisy reference data and adaptability to tumor tissues.",False,True,,0.692696,hyganno,,16.0,ok,,hybrid graph neural network-based cell type annotation for single-cell atac sequencing data,,spacy,0.0,HyGAnno,False,0.0,True,False,,https://github.com/kullrich/hyganno,True,websearch_recovery: HIGH,1,404.0,https://github.com/kullrich/hyganno,0,False,VERY LOW,,False
35124463,DisintegrinDB: The first integrated database resource of disintegrins from snake venoms.,"Nowadays, a large number of databases have been developed gathering different types of therapeutic peptides including antimicrobial, antiviral and scorpion toxins peptides facilitating the searching for these molecules and their structural characteristics and pharmacology. Disintegrins, a family of small non-enzymatic and cysteine-rich proteins found in the snake venom may have a potential role in terms of novel therapeutic leads for cancer treatment. Despite their therapeutic effect, no database dedicated to disintegrins is available yet. Indeed, accessible information related to disintegrins are either scattered or fragmented in different databases from which it becomes extremely difficult to collect all the properties related to a particular disintegrin without exploring numerous databases available through distinct websites. Here, we propose DisintegrinDB as a first unique resource centralizing data related to disintegrins from snake venom. DisintegrinDB aims to facilitate the search on a given disintegrin and centralizes all the information on these peptides, helping researchers to retrieve all relevant related information.",False,True,,0.71378464,disintegrindb,,16.0,ok,,the first integrated database resource of disintegrins from snake venoms,,spacy,0.0,DisintegrinDB,True,9.0,True,True,,http://disintegrins.biol.univ.wroc.pl/,True,websearch_recovery: HIGH,1,,http://disintegrins.biol.univ.wroc.pl/,0,False,VERY LOW,,False
38909399,NNBGWO-BRCA marker: Neural Network and binary grey wolf optimization based Breast cancer biomarker discovery framework using multi-omics dataset.,"<h4>Background and objective</h4>Breast cancer is a multifaceted condition characterized by diverse features and a substantial mortality rate, underscoring the imperative for timely detection and intervention. The utilization of multi-omics data has gained significant traction in recent years to identify biomarkers and classify subtypes in breast cancer. This kind of research idea from part to whole will also be an inevitable trend in future life science research. Deep learning can integrate and analyze multi-omics data to predict cancer subtypes, which can further drive targeted therapies. However, there are few articles leveraging the nature of deep learning for feature selection. Therefore, this paper proposes a Neural Network and Binary grey Wolf Optimization based BReast CAncer bioMarker (NNBGWO-BRCAMarker) discovery framework using multi-omics data to obtain a series of biomarkers for precise classification of breast cancer subtypes.<h4>Methods</h4>NNBGWO-BRCAMarker consists of two phases: in the first phase, relevant genes are selected using the weights obtained from a trained feedforward neural network; in the second phase, the binary grey wolf optimization algorithm is leveraged to further screen the selected genes, resulting in a set of potential breast cancer biomarkers.<h4>Results</h4>The SVM classifier with RBF kernel achieved a classification accuracy of 0.9242 ± 0.03 when trained using the 80 biomarkers identified by NNBGWO-BRCAMarker, as evidenced by the experimental results. We conducted a comprehensive gene set analysis, prognostic analysis, and druggability analysis, unveiling 25 druggable genes, 16 enriched pathways strongly linked to specific subtypes of breast cancer, and 8 genes linked to prognostic outcomes.<h4>Conclusions</h4>The proposed framework successfully identified 80 biomarkers from the multi-omics data, enabling accurate classification of breast cancer subtypes. This discovery may offer novel insights for clinicians to pursue in further studies.",False,True,,0.65301865,,brca,16.0,ok,,nnbgwo-brcamarker,svm,spacy,0.0,NNBGWO-BRCA marker,False,0.0,False,False,,https://brcaexchange.org/,True,websearch_recovery: HIGH,1,200.0,https://brcaexchange.org/,2,True,LOW,Content: data,False
33798067,JRDB: A Dataset and Benchmark of Egocentric Robot Visual Perception of Humans in Built Environments.,"We present JRDB, a novel egocentric dataset collected from our social mobile manipulator JackRabbot. The dataset includes 64 minutes of annotated multimodal sensor data including stereo cylindrical 360 <sup>°</sup> RGB video at 15 fps, 3D point clouds from two 16 planar rays Velodyne LiDARs, line 3D point clouds from two Sick Lidars, audio signal, RGB-D video at 30 fps, 360 <sup>°</sup> spherical image from a fisheye camera and encoder values from the robot's wheels. Our dataset incorporates data from traditionally underrepresented scenes such as indoor environments and pedestrian areas, all from the ego-perspective of the robot, both stationary and navigating. The dataset has been annotated with over 2.4 million bounding boxes spread over five individual cameras and 1.8 million associated 3D cuboids around all people in the scenes totaling over 3500 time consistent trajectories. Together with our dataset and the annotations, we launch a benchmark and metrics for 2D and 3D person detection and tracking. With this dataset, which we plan on extending with further types of annotation in the future, we hope to provide a new source of data and a test-bench for research in the areas of egocentric robot vision, autonomous navigation, and all perceptual tasks around social robotics in human environments.",False,True,,0.71081513,,jrdb,16.0,ok,,a dataset and benchmark of egocentric robot visual perception of humans in built environments,rgb | rgb-d,spacy,0.0,JRDB,True,1.0,True,True,,https://jrdb.cvcv.hanyang.edu.kr/,True,websearch_recovery: HIGH,1,,https://jrdb.cvcv.hanyang.edu.kr/,0,False,VERY LOW,,False
35796973,Extending and Running the Mosquito Small RNA Genomics Resource Pipeline.,"The Mosquito Small RNA Genomics (MSRG) resource is a repository of analyses on the small RNA transcriptomes of mosquito cell cultures and somatic and gonadal tissues. This resource allows for comparing the regulation dynamics of small RNAs generated from transposons and viruses across mosquito species. This chapter covers the procedures to set up the MSRG resource pipeline as a new installation by detailing the necessary collection of genome reference and annotation files and lists of microRNAs (miRNAs) hairpin sequences, transposon repeats consensus sequences, and virus genome sequences. Proper execution of the MSRG resource pipeline yields outputs amenable to biologists to further analyze with desktop and spreadsheet software to gain insights into the balance between arthropod endogenous small RNA populations and the proportions of virus-derived small RNAs that include Piwi-interacting RNAs (piRNAs) and endogenous small interfering RNAs (siRNAs).",False,True,,0.7070545,mosquito small rna genomics,,16.0,ok,msrg | mosquito small rna genomics,mosquito small rna genomics resource pipeline,msrg,spacy,0.0,,True,3.0,False,False,,https://laulab.bu.edu/msrg/,True,websearch_recovery: HIGH,1,,https://laulab.bu.edu/msrg/,22,True,CRITICAL,Title: genomics; Content: genome; Content: archive; Title: resource; Content: search; Content: download; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,True
37435391,2019 Association of Biomolecular Resource Facilities Multi-Laboratory Data-Independent Acquisition Proteomics Study.,"Despite the advantages of fewer missing values by collecting fragment ion data on all analytes in the sample as well as the potential for deeper coverage, the adoption of data-independent acquisition (DIA) in proteomics core facility settings has been slow. The Association of Biomolecular Resource Facilities conducted a large interlaboratory study to evaluate DIA performance in proteomics laboratories with various instrumentation. Participants were supplied with generic methods and a uniform set of test samples. The resulting 49 DIA datasets act as benchmarks and have utility in education and tool development. The sample set consisted of a tryptic HeLa digest spiked with high or low levels of 4 exogenous proteins. Data are available in MassIVE MSV000086479. Additionally, we demonstrate how the data can be analyzed by focusing on 2 datasets using different library approaches and show the utility of select summary statistics. These data can be used by DIA newcomers, software developers, or DIA experts evaluating performance with different platforms, acquisition settings, and skill levels.",False,True,,0.64412814,association of biomolecular resource facilities,,16.0,ok,,2019 association of biomolecular resource facilities multi-laboratory data-independent acquisition proteomics study,,spacy,0.0,,True,3.0,False,False,,https://coremarketplace.org/,True,websearch_recovery: HIGH,1,200.0,https://coremarketplace.org/,11,True,HIGH,Content: resource; Content: tool; Content: search; Content: query; Content: submit; Content: portal,False
40728623,Using the MoonProt Database for Understanding Protein Functions.,"Predicting protein function is complicated by the existence of over 500 moonlighting proteins, proteins that have two or more physiologically relevant biochemical or biophysical functions performed by one polypeptide chain. The MoonProt Database is an Internet-based collection of organized information about moonlighting proteins for which there is biochemical and/or biophysical evidence of both functions being performed by the same polypeptide chain. This chapter covers the practical use of the MoonProt Database for identifying if a protein of interest is a known moonlighting protein, or if a protein with amino acid sequence homology is a moonlighting protein. This chapter further demonstrates how to find moonlighting proteins with specific characteristics, for example, from a specific organism or with a specific function, and finding moonlighting proteins involved in disease.",False,True,,0.7087116,moonprot,,16.0,ok,,,,spacy,0.0,,True,5.0,False,False,,http://www.moonlightingproteins.org,True,websearch_recovery: HIGH,1,200.0,http://www.moonlightingproteins.org/,44,True,CRITICAL,Content: NCBI; Content: NIH; Content: UniProt; Content: gene; Title: protein; Content: variant; Content: resource; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,False
36125864,"Naming the unnamed: over 65,000 &lt;i&gt;Candidatus&lt;/i&gt; names for unnamed &lt;i&gt;Archaea&lt;/i&gt; and &lt;i&gt;Bacteria&lt;/i&gt; in the Genome Taxonomy Database.","Thousands of new bacterial and archaeal species and higher-level taxa are discovered each year through the analysis of genomes and metagenomes. The Genome Taxonomy Database (GTDB) provides hierarchical sequence-based descriptions and classifications for new and as-yet-unnamed taxa. However, bacterial nomenclature, as currently configured, cannot keep up with the need for new well-formed names. Instead, microbiologists have been forced to use hard-to-remember alphanumeric placeholder labels. Here, we exploit an approach to the generation of well-formed arbitrary Latinate names at a scale sufficient to name tens of thousands of unnamed taxa within GTDB. These newly created names represent an important resource for the microbiology community, facilitating communication between bioinformaticians, microbiologists and taxonomists, while populating the emerging landscape of microbial taxonomic and functional discovery with accessible and memorable linguistic labels.",False,True,,0.72234905,genome taxonomy database | the genome taxonomy database,,16.0,conflict,,,gtdb,spacy,0.0,Naming the unnamed,True,5.0,False,False,,https://gtdb.ecogenomic.org/,True,websearch_recovery: HIGH,1,200.0,https://gtdb.ecogenomic.org/,31,True,CRITICAL,Content: NCBI; Content: genomics; Title: genome; Content: gene; Content: tool; Content: search; Content: browse; Content: download; Title: data; Title: database; Content: server; ★ TITLE BONUS: 'database' in page title,False
